# z         nHI/nH      nHeI/nH      nHeII/nH      T_0(K)
6.000001 1.000000e+00 7.894737e-02 0.000000e+00 2.500000e+01
5.938775 1.516795e-04 2.198241e-05 7.820417e-02 1.639399e+04
5.878864 1.505651e-04 2.088208e-05 7.750126e-02 1.629900e+04
5.820223 1.447353e-04 1.984948e-05 7.682217e-02 1.622365e+04
5.762809 1.426869e-04 1.883930e-05 7.612984e-02 1.616977e+04
5.706583 1.374000e-04 1.788032e-05 7.542736e-02 1.613499e+04
5.651504 1.328325e-04 1.697840e-05 7.472836e-02 1.611547e+04
5.597537 1.294393e-04 1.614585e-05 7.405797e-02 1.610598e+04
5.544644 1.282748e-04 1.535938e-05 7.341038e-02 1.610589e+04
5.492793 1.234727e-04 1.459822e-05 7.275294e-02 1.611773e+04
5.441951 1.177286e-04 1.386676e-05 7.207141e-02 1.614215e+04
5.392086 1.128253e-04 1.316325e-05 7.135580e-02 1.617927e+04
5.343169 1.101131e-04 1.250815e-05 7.066963e-02 1.622102e+04
5.295171 1.079500e-04 1.189168e-05 7.000786e-02 1.626743e+04
5.248066 1.013449e-04 1.130862e-05 6.935732e-02 1.631941e+04
5.201825 9.631025e-05 1.075023e-05 6.869807e-02 1.637852e+04
5.156425 9.287979e-05 1.021438e-05 6.801572e-02 1.644567e+04
5.111841 9.161293e-05 9.702041e-06 6.731589e-02 1.651965e+04
5.068050 8.555731e-05 9.214720e-06 6.660186e-02 1.659964e+04
5.025029 8.145632e-05 8.757573e-06 6.590514e-02 1.668178e+04
4.982757 7.925021e-05 8.324561e-06 6.521549e-02 1.676687e+04
4.941213 7.659750e-05 7.909358e-06 6.450766e-02 1.685717e+04
4.900377 7.272999e-05 7.512304e-06 6.377258e-02 1.695328e+04
4.860230 7.013652e-05 7.130884e-06 6.299795e-02 1.705602e+04
4.820753 6.848578e-05 6.767484e-06 6.221227e-02 1.716194e+04
4.781929 6.276005e-05 6.424509e-06 6.143767e-02 1.726855e+04
4.743741 6.062981e-05 6.100345e-06 6.066735e-02 1.737632e+04
4.706171 5.946212e-05 5.793752e-06 5.989776e-02 1.748545e+04
4.669204 5.502793e-05 5.501545e-06 5.911037e-02 1.759765e+04
4.632825 5.336025e-05 5.221931e-06 5.829811e-02 1.771328e+04
4.597019 5.200930e-05 4.953845e-06 5.746073e-02 1.783210e+04
4.561771 4.978094e-05 4.697514e-06 5.659852e-02 1.795375e+04
4.527068 4.882262e-05 4.453779e-06 5.573724e-02 1.807537e+04
4.492895 4.623038e-05 4.223730e-06 5.488597e-02 1.819596e+04
4.459241 4.462152e-05 4.005369e-06 5.402675e-02 1.831720e+04
4.426092 4.354582e-05 3.797436e-06 5.315187e-02 1.843965e+04
4.393437 4.167690e-05 3.599165e-06 5.225160e-02 1.856411e+04
4.361263 4.115398e-05 3.409307e-06 5.131981e-02 1.869087e+04
4.329561 3.835985e-05 3.227613e-06 5.037318e-02 1.881802e+04
4.298317 3.750667e-05 3.054680e-06 4.942939e-02 1.894367e+04
4.267522 3.555392e-05 2.891298e-06 4.848791e-02 1.906780e+04
4.237166 3.463337e-05 2.736738e-06 4.754739e-02 1.919046e+04
4.207239 3.316584e-05 2.590408e-06 4.660612e-02 1.931172e+04
4.177731 3.219164e-05 2.451412e-06 4.564911e-02 1.943294e+04
4.148632 3.116251e-05 2.318827e-06 4.467760e-02 1.955377e+04
4.119933 3.015601e-05 2.191964e-06 4.368870e-02 1.967438e+04
4.091627 2.932801e-05 2.070782e-06 4.268336e-02 1.979441e+04
4.063703 2.840975e-05 1.954936e-06 4.167942e-02 1.991200e+04
4.036155 2.723259e-05 1.845127e-06 4.068821e-02 2.002603e+04
4.008973 2.668724e-05 1.741608e-06 3.970522e-02 2.013690e+04
3.982150 2.515851e-05 1.643786e-06 3.871936e-02 2.024565e+04
3.955679 2.493499e-05 1.550843e-06 3.773188e-02 2.035201e+04
3.929552 2.328798e-05 1.462867e-06 3.673371e-02 2.045684e+04
3.903762 2.319867e-05 1.378886e-06 3.572589e-02 2.055981e+04
3.878302 2.148523e-05 1.298718e-06 3.471855e-02 2.065986e+04
3.853165 2.108617e-05 1.222444e-06 3.372053e-02 2.075614e+04
3.828345 1.942175e-05 1.150478e-06 3.273284e-02 2.084853e+04
3.803836 1.894182e-05 1.082469e-06 3.175757e-02 2.093684e+04
3.779630 1.879066e-05 1.018310e-06 3.079548e-02 2.102099e+04
3.755722 1.785189e-05 9.579425e-07 2.984173e-02 2.110147e+04
3.732107 1.690682e-05 9.009060e-07 2.889357e-02 2.117851e+04
3.708778 1.643985e-05 8.467655e-07 2.795200e-02 2.125195e+04
3.685730 1.599296e-05 7.954696e-07 2.701435e-02 2.132205e+04
3.662958 1.556336e-05 7.467758e-07 2.608242e-02 2.138854e+04
3.640455 1.514369e-05 7.003807e-07 2.516512e-02 2.145059e+04
3.618218 1.473414e-05 6.564367e-07 2.427092e-02 2.150749e+04
3.596241 1.434069e-05 6.152294e-07 2.340002e-02 2.155928e+04
3.574519 1.396727e-05 5.767040e-07 2.254622e-02 2.160665e+04
3.553048 1.360859e-05 5.404387e-07 2.170932e-02 2.164963e+04
3.531823 1.326453e-05 5.063189e-07 2.088921e-02 2.168826e+04
3.510839 1.293763e-05 4.743078e-07 2.008296e-02 2.172289e+04
3.490091 1.262243e-05 4.440738e-07 1.929177e-02 2.175338e+04
3.469577 1.231556e-05 4.154612e-07 1.851884e-02 2.177952e+04
3.449291 1.201651e-05 3.884543e-07 1.776710e-02 2.180112e+04
3.429229 1.172813e-05 3.631146e-07 1.703699e-02 2.181819e+04
3.409388 1.144868e-05 3.393279e-07 1.632999e-02 2.183073e+04
3.389763 1.117868e-05 3.170538e-07 1.564663e-02 2.183877e+04
3.370351 1.091821e-05 2.962249e-07 1.498693e-02 2.184240e+04
3.351148 1.067141e-05 2.768632e-07 1.434811e-02 2.184201e+04
3.332150 1.043345e-05 2.587274e-07 1.373019e-02 2.183765e+04
3.313354 1.020376e-05 2.417433e-07 1.313324e-02 2.182939e+04
3.294757 9.985124e-06 2.259074e-07 1.255551e-02 2.181752e+04
3.276354 9.773524e-06 2.110543e-07 1.199733e-02 2.180206e+04
3.258144 9.567204e-06 1.971039e-07 1.145957e-02 2.178300e+04
3.240122 9.358896e-06 1.838855e-07 1.094559e-02 2.176020e+04
3.222286 9.157388e-06 1.715970e-07 1.045484e-02 2.173380e+04
3.204631 8.965494e-06 1.602267e-07 9.986458e-03 2.169681e+04
3.187157 8.792687e-06 1.498554e-07 9.538894e-03 2.162578e+04
3.169858 8.632228e-06 1.402949e-07 9.112202e-03 2.152849e+04
3.152734 8.481594e-06 1.314648e-07 8.705998e-03 2.141461e+04
3.135780 8.338056e-06 1.232888e-07 8.319066e-03 2.130108e+04
3.118994 8.197855e-06 1.156569e-07 7.950822e-03 2.118792e+04
3.102373 8.060455e-06 1.085291e-07 7.600679e-03 2.107517e+04
3.085915 7.923575e-06 1.018434e-07 7.268173e-03 2.096286e+04
3.069618 7.789893e-06 9.561398e-08 6.952613e-03 2.085103e+04
3.053478 7.659245e-06 8.980970e-08 6.653306e-03 2.073971e+04
3.037493 7.529353e-06 8.437755e-08 6.369820e-03 2.062892e+04
3.021661 7.402452e-06 7.932185e-08 6.101399e-03 2.051872e+04
3.005979 7.278418e-06 7.461565e-08 5.847294e-03 2.040913e+04
2.990446 7.160526e-06 7.027366e-08 5.606643e-03 2.030019e+04
2.975058 7.057054e-06 4.989817e-08 4.047173e-03 2.017985e+04
2.959815 6.948321e-06 4.766606e-08 3.933118e-03 2.005569e+04
2.944712 6.843926e-06 4.555771e-08 3.822446e-03 1.993339e+04
2.929749 6.742687e-06 4.355826e-08 3.715143e-03 1.981293e+04
2.914924 6.643343e-06 4.165358e-08 3.611199e-03 1.969426e+04
2.900234 6.543054e-06 3.980582e-08 3.509432e-03 1.957733e+04
2.885677 6.440223e-06 3.799544e-08 3.409182e-03 1.946208e+04
2.871251 6.339417e-06 3.627383e-08 3.312123e-03 1.934851e+04
2.856955 6.240776e-06 3.463842e-08 3.218222e-03 1.923655e+04
2.842786 6.146871e-06 3.311243e-08 3.128340e-03 1.912621e+04
2.828744 6.054754e-06 3.165921e-08 3.041274e-03 1.901743e+04
2.814825 5.964387e-06 3.027506e-08 2.956930e-03 1.891015e+04
2.801028 5.877831e-06 2.898024e-08 2.876304e-03 1.880438e+04
2.787352 5.793846e-06 2.775623e-08 2.798655e-03 1.870008e+04
2.773794 5.711388e-06 2.658833e-08 2.723369e-03 1.859721e+04
2.760354 5.630144e-06 2.546783e-08 2.649896e-03 1.849572e+04
2.747028 5.549521e-06 2.438096e-08 2.577238e-03 1.839557e+04
2.733817 5.470362e-06 2.334435e-08 2.506822e-03 1.829676e+04
2.720718 5.392643e-06 2.235562e-08 2.438578e-03 1.819925e+04
2.707730 5.314652e-06 2.139056e-08 2.370883e-03 1.810300e+04
2.694851 5.237556e-06 2.046390e-08 2.304815e-03 1.800798e+04
2.682080 5.161879e-06 1.958074e-08 2.240821e-03 1.791419e+04
2.669415 5.088154e-06 1.874562e-08 2.179315e-03 1.782158e+04
2.656854 5.017919e-06 1.797416e-08 2.121561e-03 1.773016e+04
2.644398 4.948918e-06 1.723722e-08 2.065540e-03 1.763991e+04
2.632043 4.881130e-06 1.653316e-08 2.011196e-03 1.755079e+04
2.619789 4.815981e-06 1.587565e-08 1.959644e-03 1.746278e+04
2.607634 4.752905e-06 1.525644e-08 1.910357e-03 1.737586e+04
2.595578 4.690888e-06 1.466359e-08 1.862485e-03 1.729004e+04
2.583618 4.629910e-06 1.409592e-08 1.815981e-03 1.720527e+04
2.571754 4.565969e-06 1.350243e-08 1.766038e-03 1.712145e+04
2.559984 4.502872e-06 1.293265e-08 1.717314e-03 1.703863e+04
2.548307 4.440884e-06 1.238894e-08 1.670104e-03 1.695678e+04
2.536722 4.380298e-06 1.187347e-08 1.624689e-03 1.687588e+04
2.525228 4.321933e-06 1.139375e-08 1.581881e-03 1.679594e+04
2.513823 4.264567e-06 1.093516e-08 1.540355e-03 1.671690e+04
2.502507 4.208173e-06 1.049664e-08 1.500065e-03 1.663879e+04
2.491278 4.153642e-06 1.008595e-08 1.461849e-03 1.656158e+04
2.480135 4.101246e-06 9.704181e-09 1.425913e-03 1.648525e+04
2.469077 4.049700e-06 9.338223e-09 1.390987e-03 1.640980e+04
2.458104 3.998986e-06 8.987341e-09 1.357038e-03 1.633521e+04
2.447213 3.949038e-06 8.648007e-09 1.323605e-03 1.626144e+04
2.436405 3.899855e-06 8.320640e-09 1.290803e-03 1.618849e+04
2.425678 3.851458e-06 8.006811e-09 1.258928e-03 1.611636e+04
2.415030 3.803837e-06 7.705926e-09 1.227954e-03 1.604501e+04
2.404462 3.755724e-06 7.404878e-09 1.196271e-03 1.597441e+04
2.393972 3.707786e-06 7.110738e-09 1.164762e-03 1.590455e+04
2.383559 3.660631e-06 6.829304e-09 1.134192e-03 1.583544e+04
2.373222 3.614246e-06 6.559993e-09 1.104532e-03 1.576705e+04
2.362961 3.569912e-06 6.312780e-09 1.077093e-03 1.569939e+04
2.352774 3.526822e-06 6.080071e-09 1.050990e-03 1.563244e+04
2.342661 3.484407e-06 5.856757e-09 1.025612e-03 1.556619e+04
2.332620 3.442648e-06 5.642407e-09 1.000934e-03 1.550064e+04
2.322652 3.402635e-06 5.444322e-09 9.779487e-04 1.543578e+04
2.312754 3.363768e-06 5.257555e-09 9.560627e-04 1.537159e+04
2.302927 3.325476e-06 5.077829e-09 9.347416e-04 1.530807e+04
2.293169 3.287749e-06 4.904853e-09 9.139687e-04 1.524521e+04
2.283479 3.249383e-06 4.727872e-09 8.921030e-04 1.518296e+04
2.273857 3.210719e-06 4.550362e-09 8.696544e-04 1.512131e+04
2.264303 3.172646e-06 4.380111e-09 8.478465e-04 1.506027e+04
2.254814 3.135155e-06 4.216802e-09 8.266595e-04 1.499984e+04
2.245392 3.098511e-06 4.061893e-09 8.063374e-04 1.493998e+04
2.236034 3.062803e-06 3.915592e-09 7.869471e-04 1.488071e+04
2.226740 3.027627e-06 3.775048e-09 7.680886e-04 1.482202e+04
2.217509 2.992974e-06 3.640018e-09 7.497455e-04 1.476388e+04
2.208341 2.959100e-06 3.511808e-09 7.321485e-04 1.470631e+04
2.199235 2.926856e-06 3.394955e-09 7.160618e-04 1.464930e+04
2.190191 2.895069e-06 3.282372e-09 7.003817e-04 1.459283e+04
2.181206 2.863731e-06 3.173894e-09 6.850976e-04 1.453691e+04
2.172282 2.832835e-06 3.069357e-09 6.701979e-04 1.448152e+04
2.163417 2.802685e-06 2.969264e-09 6.557213e-04 1.442666e+04
2.154611 2.772988e-06 2.872831e-09 6.416106e-04 1.437231e+04
2.145863 2.743704e-06 2.779848e-09 6.278506e-04 1.431846e+04
2.137172 2.714823e-06 2.690174e-09 6.144309e-04 1.426511e+04
2.128538 2.685604e-06 2.599434e-09 6.005277e-04 1.421225e+04
2.119960 2.656184e-06 2.508594e-09 5.863150e-04 1.415986e+04
2.111438 2.627182e-06 2.421223e-09 5.724854e-04 1.410794e+04
2.102970 2.598591e-06 2.337176e-09 5.590271e-04 1.405648e+04
2.094557 2.570550e-06 2.256995e-09 5.460584e-04 1.400547e+04
2.086198 2.543948e-06 2.184569e-09 5.343490e-04 1.395493e+04
2.077892 2.517706e-06 2.114702e-09 5.229291e-04 1.390484e+04
2.069639 2.491815e-06 2.047285e-09 5.117892e-04 1.385520e+04
2.061438 2.466273e-06 1.982231e-09 5.009226e-04 1.380599e+04
2.053289 2.441747e-06 1.922063e-09 4.908382e-04 1.375721e+04
2.045190 2.417929e-06 1.865386e-09 4.812843e-04 1.370887e+04
2.037143 2.394415e-06 1.810555e-09 4.719463e-04 1.366096e+04
2.029145 2.371202e-06 1.757507e-09 4.628192e-04 1.361346e+04
2.021197 2.348226e-06 1.705854e-09 4.538238e-04 1.356638e+04
2.013298 2.324824e-06 1.651975e-09 4.441324e-04 1.351969e+04
2.005447 2.301727e-06 1.599965e-09 4.346785e-04 1.347339e+04
1.997645 2.278930e-06 1.549751e-09 4.254552e-04 1.342749e+04
1.989890 2.256428e-06 1.501268e-09 4.164565e-04 1.338196e+04
1.982182 2.234352e-06 1.454821e-09 4.077527e-04 1.333682e+04
1.974521 2.212726e-06 1.410397e-09 3.993500e-04 1.329204e+04
1.966906 2.191371e-06 1.367461e-09 3.911460e-04 1.324766e+04
1.959336 2.170286e-06 1.325963e-09 3.831359e-04 1.320364e+04
1.951812 2.149467e-06 1.285849e-09 3.753144e-04 1.315998e+04
1.944333 2.129575e-06 1.249094e-09 3.681467e-04 1.311667e+04
1.936898 2.110139e-06 1.214144e-09 3.612884e-04 1.307372e+04
1.929507 2.090938e-06 1.180275e-09 3.545786e-04 1.303112e+04
1.922159 2.071966e-06 1.147449e-09 3.480134e-04 1.298887e+04
1.914855 2.053220e-06 1.115634e-09 3.415895e-04 1.294697e+04
1.907593 2.035162e-06 1.085866e-09 3.355423e-04 1.290540e+04
1.900374 2.017320e-06 1.056992e-09 3.296229e-04 1.286416e+04
1.893196 1.999683e-06 1.028967e-09 3.238252e-04 1.282326e+04
1.886060 1.982251e-06 1.001767e-09 3.181466e-04 1.278269e+04
1.878965 1.964910e-06 9.750304e-10 3.124909e-04 1.274243e+04
1.871911 1.947181e-06 9.473225e-10 3.064559e-04 1.270249e+04
1.864897 1.929662e-06 9.204815e-10 3.005551e-04 1.266286e+04
1.857923 1.912350e-06 8.944780e-10 2.947852e-04 1.262353e+04
1.850988 1.895244e-06 8.692854e-10 2.891433e-04 1.258449e+04
1.844093 1.878519e-06 8.453008e-10 2.837395e-04 1.254575e+04
1.837236 1.862525e-06 8.232870e-10 2.787861e-04 1.250731e+04
1.830418 1.846711e-06 8.019088e-10 2.739334e-04 1.246917e+04
1.823638 1.831075e-06 7.811460e-10 2.691792e-04 1.243131e+04
1.816896 1.815614e-06 7.609793e-10 2.645211e-04 1.239374e+04
1.810191 1.800508e-06 7.417523e-10 2.600564e-04 1.235645e+04
1.803523 1.786043e-06 7.239941e-10 2.559366e-04 1.231945e+04
1.796892 1.771731e-06 7.067086e-10 2.518933e-04 1.228274e+04
1.790297 1.757571e-06 6.898836e-10 2.479254e-04 1.224630e+04
1.783739 1.743563e-06 6.735056e-10 2.440311e-04 1.221014e+04
1.777216 1.729684e-06 6.574561e-10 2.401713e-04 1.217424e+04
1.770728 1.715888e-06 6.414866e-10 2.362586e-04 1.213861e+04
1.764276 1.702237e-06 6.259487e-10 2.324206e-04 1.210324e+04
1.757858 1.688732e-06 6.108292e-10 2.286555e-04 1.206812e+04
1.751475 1.675368e-06 5.961157e-10 2.249619e-04 1.203327e+04
1.745126 1.662167e-06 5.818171e-10 2.213426e-04 1.199864e+04
1.738811 1.649253e-06 5.680555e-10 2.178263e-04 1.196427e+04
1.732530 1.636473e-06 5.546561e-10 2.143755e-04 1.193015e+04
1.726281 1.623826e-06 5.416085e-10 2.109887e-04 1.189627e+04
1.720066 1.611309e-06 5.289024e-10 2.076646e-04 1.186264e+04
1.713883 1.598920e-06 5.165282e-10 2.044020e-04 1.182924e+04
1.707733 1.587138e-06 5.052052e-10 2.014265e-04 1.179608e+04
1.701615 1.575515e-06 4.942232e-10 1.985221e-04 1.176316e+04
1.695529 1.564007e-06 4.835087e-10 1.956673e-04 1.173047e+04
1.689474 1.552612e-06 4.730544e-10 1.928613e-04 1.169801e+04
1.683451 1.541328e-06 4.628532e-10 1.901029e-04 1.166577e+04
1.677459 1.530420e-06 4.532367e-10 1.874957e-04 1.163376e+04
1.671497 1.519757e-06 4.440194e-10 1.849854e-04 1.160198e+04
1.665566 1.509194e-06 4.350132e-10 1.825155e-04 1.157041e+04
1.659665 1.498730e-06 4.262126e-10 1.800848e-04 1.153906e+04
1.653794 1.488365e-06 4.176124e-10 1.776929e-04 1.150793e+04
1.647953 1.478047e-06 4.090527e-10 1.752750e-04 1.147701e+04
1.642142 1.467723e-06 4.003649e-10 1.727609e-04 1.144630e+04
1.636360 1.457497e-06 3.918842e-10 1.702896e-04 1.141578e+04
1.630606 1.447367e-06 3.836045e-10 1.678600e-04 1.138546e+04
1.624882 1.437332e-06 3.755204e-10 1.654712e-04 1.135536e+04
1.619186 1.427390e-06 3.676269e-10 1.631226e-04 1.132545e+04
1.613518 1.417914e-06 3.603682e-10 1.609701e-04 1.129575e+04
1.607878 1.408562e-06 3.533162e-10 1.588675e-04 1.126624e+04
1.602266 1.399293e-06 3.464196e-10 1.567977e-04 1.123693e+04
1.596682 1.390107e-06 3.396745e-10 1.547600e-04 1.120781e+04
1.591125 1.381003e-06 3.330773e-10 1.527539e-04 1.117889e+04
1.585596 1.372140e-06 3.267959e-10 1.508400e-04 1.115014e+04
1.580093 1.363571e-06 3.208780e-10 1.490373e-04 1.112158e+04
1.574617 1.355075e-06 3.150815e-10 1.472606e-04 1.109320e+04
1.569167 1.346651e-06 3.094036e-10 1.455094e-04 1.106501e+04
1.563744 1.338299e-06 3.038416e-10 1.437833e-04 1.103701e+04
1.558346 1.330017e-06 2.983929e-10 1.420820e-04 1.100918e+04
1.552975 1.321792e-06 2.929817e-10 1.403614e-04 1.098153e+04
1.547629 1.313634e-06 2.876701e-10 1.386591e-04 1.095406e+04
1.542309 1.305547e-06 2.824679e-10 1.369816e-04 1.092675e+04
1.537014 1.297527e-06 2.773720e-10 1.353285e-04 1.089961e+04
1.531744 1.289575e-06 2.723800e-10 1.336994e-04 1.087265e+04
1.526499 1.281701e-06 2.674916e-10 1.320917e-04 1.084585e+04
1.521278 1.273930e-06 2.627096e-10 1.305006e-04 1.081923e+04
1.516082 1.266223e-06 2.580241e-10 1.289325e-04 1.079277e+04
1.510910 1.258582e-06 2.534335e-10 1.273871e-04 1.076646e+04
1.505763 1.251003e-06 2.489352e-10 1.258639e-04 1.074032e+04
1.500639 1.243487e-06 2.445271e-10 1.243624e-04 1.071434e+04
1.495539 1.236195e-06 2.403473e-10 1.229381e-04 1.068852e+04
1.490462 1.229111e-06 2.363758e-10 1.215842e-04 1.066285e+04
1.485409 1.222084e-06 2.324792e-10 1.202485e-04 1.063733e+04
1.480379 1.215113e-06 2.286558e-10 1.189305e-04 1.061197e+04
1.475372 1.208196e-06 2.249037e-10 1.176301e-04 1.058676e+04
1.470388 1.201334e-06 2.212218e-10 1.163468e-04 1.056171e+04
1.465426 1.194742e-06 2.177745e-10 1.151477e-04 1.053679e+04
1.460487 1.188277e-06 2.144469e-10 1.139874e-04 1.051202e+04
1.455570 1.181860e-06 2.111776e-10 1.128414e-04 1.048740e+04
1.450676 1.175491e-06 2.079653e-10 1.117096e-04 1.046293e+04
1.445803 1.169170e-06 2.048089e-10 1.105916e-04 1.043861e+04
1.440952 1.162898e-06 2.017078e-10 1.094875e-04 1.041441e+04
1.436123 1.156729e-06 1.986283e-10 1.083699e-04 1.039036e+04
1.431315 1.150615e-06 1.955981e-10 1.072626e-04 1.036645e+04
1.426528 1.144545e-06 1.926207e-10 1.061690e-04 1.034269e+04
1.421763 1.138519e-06 1.896951e-10 1.050890e-04 1.031906e+04
1.417019 1.132539e-06 1.868206e-10 1.040225e-04 1.029555e+04
1.412295 1.126603e-06 1.839958e-10 1.029692e-04 1.027218e+04
1.407593 1.120943e-06 1.813762e-10 1.019957e-04 1.024895e+04
1.402910 1.115338e-06 1.788087e-10 1.010376e-04 1.022585e+04
1.398248 1.109772e-06 1.762830e-10 1.000905e-04 1.020289e+04
1.393607 1.104245e-06 1.737983e-10 9.915440e-05 1.018006e+04
1.388985 1.098757e-06 1.713542e-10 9.822915e-05 1.015734e+04
1.384384 1.093308e-06 1.689496e-10 9.731454e-05 1.013475e+04
1.379802 1.088106e-06 1.667133e-10 9.646681e-05 1.011230e+04
1.375240 1.082955e-06 1.645205e-10 9.563230e-05 1.008997e+04
1.370697 1.077837e-06 1.623610e-10 9.480677e-05 1.006776e+04
1.366174 1.072755e-06 1.602346e-10 9.399021e-05 1.004567e+04
1.361670 1.067707e-06 1.581404e-10 9.318241e-05 1.002370e+04
1.357185 1.062692e-06 1.560780e-10 9.238326e-05 1.000186e+04
1.352719 1.057906e-06 1.541774e-10 9.164811e-05 9.980131e+03
1.348272 1.053188e-06 1.523274e-10 9.093033e-05 9.958514e+03
1.343844 1.048499e-06 1.505033e-10 9.021966e-05 9.937016e+03
1.339434 1.043840e-06 1.487048e-10 8.951601e-05 9.915636e+03
1.335043 1.039210e-06 1.469313e-10 8.881929e-05 9.894375e+03
1.330670 1.034610e-06 1.451825e-10 8.812943e-05 9.873230e+03
1.326315 1.030187e-06 1.435504e-10 8.748558e-05 9.852200e+03
1.321978 1.025859e-06 1.419821e-10 8.686579e-05 9.831271e+03
1.317659 1.021558e-06 1.404341e-10 8.625164e-05 9.810456e+03
1.313358 1.017282e-06 1.389060e-10 8.564307e-05 9.789753e+03
1.309075 1.013032e-06 1.373975e-10 8.504001e-05 9.769161e+03
1.304809 1.008808e-06 1.359083e-10 8.444241e-05 9.748681e+03
1.300560 1.004686e-06 1.344735e-10 8.386604e-05 9.728310e+03
1.296329 1.000682e-06 1.331000e-10 8.331426e-05 9.708047e+03
1.292115 9.967023e-07 1.317434e-10 8.276728e-05 9.687879e+03
1.287918 9.927457e-07 1.304032e-10 8.222496e-05 9.667817e+03
1.283738 9.888119e-07 1.290792e-10 8.168726e-05 9.647862e+03
1.279575 9.849008e-07 1.277712e-10 8.115412e-05 9.628011e+03
1.275429 9.810334e-07 1.264878e-10 8.062952e-05 9.608264e+03
1.271299 9.773289e-07 1.252777e-10 8.013551e-05 9.588607e+03
1.267186 9.736449e-07 1.240813e-10 7.964548e-05 9.569053e+03
1.263089 9.699812e-07 1.228987e-10 7.915939e-05 9.549600e+03
1.259009 9.663377e-07 1.217295e-10 7.867719e-05 9.530247e+03
1.254945 9.627152e-07 1.205738e-10 7.819893e-05 9.510981e+03
1.250896 9.591126e-07 1.194312e-10 7.772448e-05 9.491813e+03
1.246864 9.558116e-07 1.184431e-10 7.731662e-05 9.472745e+03
1.242847 9.526254e-07 1.175138e-10 7.693344e-05 9.453773e+03
1.238847 9.494552e-07 1.165935e-10 7.655286e-05 9.434898e+03
1.234862 9.463008e-07 1.156821e-10 7.617486e-05 9.416119e+03
1.230892 9.431621e-07 1.147793e-10 7.579941e-05 9.397435e+03
1.226938 9.400401e-07 1.138855e-10 7.542658e-05 9.378831e+03
1.222999 9.369760e-07 1.130165e-10 7.506356e-05 9.360321e+03
1.219076 9.340382e-07 1.121983e-10 7.472205e-05 9.341903e+03
1.215167 9.311144e-07 1.113873e-10 7.438270e-05 9.323578e+03
1.211274 9.282045e-07 1.105837e-10 7.404550e-05 9.305343e+03
1.207395 9.253083e-07 1.097873e-10 7.371043e-05 9.287199e+03
1.203532 9.224268e-07 1.089981e-10 7.337754e-05 9.269131e+03
1.199683 9.195590e-07 1.082160e-10 7.304675e-05 9.251151e+03
1.195849 9.167897e-07 1.074689e-10 7.273064e-05 9.233260e+03
1.192029 9.140640e-07 1.067384e-10 7.242105e-05 9.215457e+03
1.188224 9.113507e-07 1.060140e-10 7.211332e-05 9.197740e+03
1.184433 9.086498e-07 1.052959e-10 7.180743e-05 9.180109e+03
1.180657 9.059621e-07 1.045839e-10 7.150344e-05 9.162551e+03
1.176894 9.032866e-07 1.038780e-10 7.120126e-05 9.145076e+03
1.173146 9.006489e-07 1.031887e-10 7.090581e-05 9.127686e+03
1.169412 8.982195e-07 1.025862e-10 7.064975e-05 9.110380e+03
1.165691 8.958002e-07 1.019883e-10 7.039504e-05 9.093156e+03
1.161985 8.933922e-07 1.013950e-10 7.014174e-05 9.076001e+03
1.158292 8.909943e-07 1.008062e-10 6.988978e-05 9.058927e+03
1.154613 8.886064e-07 1.002216e-10 6.963913e-05 9.041934e+03
1.150947 8.862285e-07 9.964142e-11 6.938980e-05 9.025020e+03
1.147295 8.839813e-07 9.911733e-11 6.916601e-05 9.008187e+03
1.143657 8.819098e-07 9.866820e-11 6.897674e-05 8.991432e+03
1.140031 8.798461e-07 9.822176e-11 6.878827e-05 8.974756e+03
1.136419 8.777911e-07 9.777826e-11 6.860068e-05 8.958144e+03
1.132820 8.757438e-07 9.733736e-11 6.841389e-05 8.941609e+03
1.129234 8.737042e-07 9.689911e-11 6.822790e-05 8.925150e+03
1.125661 8.716723e-07 9.646346e-11 6.804269e-05 8.908767e+03
1.122101 8.697039e-07 9.604548e-11 6.786481e-05 8.892459e+03
1.118554 8.677725e-07 9.563790e-11 6.769114e-05 8.876226e+03
1.115020 8.658481e-07 9.523264e-11 6.751818e-05 8.860067e+03
1.111498 8.639315e-07 9.482985e-11 6.734598e-05 8.843968e+03
1.107989 8.620219e-07 9.442937e-11 6.717448e-05 8.827942e+03
1.104492 8.601190e-07 9.403113e-11 6.700367e-05 8.811989e+03
1.101008 8.582231e-07 9.363517e-11 6.683355e-05 8.796107e+03
1.097536 8.563968e-07 9.325714e-11 6.667080e-05 8.780296e+03
1.094077 8.545920e-07 9.288496e-11 6.651029e-05 8.764556e+03
1.090629 8.527936e-07 9.251479e-11 6.635040e-05 8.748886e+03
1.087194 8.510020e-07 9.214676e-11 6.619119e-05 8.733273e+03
1.083771 8.492168e-07 9.178075e-11 6.603259e-05 8.717729e+03
1.080360 8.474377e-07 9.141667e-11 6.587461e-05 8.702253e+03
1.076961 8.456647e-07 9.105457e-11 6.571723e-05 8.686846e+03
1.073573 8.441829e-07 9.080697e-11 6.561211e-05 8.671506e+03
1.070198 8.427423e-07 9.057487e-11 6.551396e-05 8.656232e+03
1.066834 8.413067e-07 9.034379e-11 6.541615e-05 8.641013e+03
1.063482 8.398754e-07 9.011357e-11 6.531859e-05 8.625860e+03
1.060141 8.384482e-07 8.988420e-11 6.522130e-05 8.610772e+03
